xdes, ydes, zdes, vxdes, vydes, vzdes, phides, thetades, psides, x, y, z, vx, vy, vz, phi, theta, psi
0, 0, 0, 0, 0, 0, -0.000338169, -8.07983e-05, -0.309179, -0.000163, 0.000130078, -0.000175406, -0.000185146, 0.000301173, -0.000639222, -0.0195611, -0.0055494, 0.0977598
0, 0, 0, 0, 0, 0, -0.000177696, -0.000111949, -0.309146, -0.000162346, 0.000126885, -0.000173524, 4.81593e-05, 0.000112009, -0.000653113, -0.0196038, -0.00556486, 0.0977629
0, 0, 0, 0, 0, 0, -8.97619e-05, -2.38397e-05, -0.309156, -0.00015853, 0.000124058, -0.000176096, 0.000179393, 9.77351e-05, -0.000784124, -0.0196135, -0.00558035, 0.0977722
0, 0, 0, 0, 0, 0, -8.97619e-05, -2.38397e-05, -0.309156, -0.00015138, 0.000115616, -0.000174362, 0.000315002, -0.000126755, -0.000626345, -0.0196104, -0.00554621, 0.0977357
0, 0, 0, 0, 0, 0, -7.76076e-05, 3.04959e-05, -0.309185, -0.000142492, 0.000102328, -0.000168959, 0.000432648, -0.000402014, -0.000375333, -0.0196488, -0.00552489, 0.0977229
0, 0, 0, 0, 0, 0, 2.27565e-05, 7.90719e-05, -0.30907, -0.000130804, 8.99185e-05, -0.00016015, 0.000583143, -0.000481916, -0.000130019, -0.0196386, -0.00552628, 0.0976884
0, 0, 0, 0, 0, 0, 0.000144831, 0.000118667, -0.309029, -0.000119802, 7.53125e-05, -0.000145644, 0.000597725, -0.000671507, 0.000195513, -0.019665, -0.00551091, 0.0976921
0, 0, 0, 0, 0, 0, 0.000187984, 0.000180517, -0.30892, -0.000108698, 6.02806e-05, -0.00012575, 0.000617933, -0.000775607, 0.000551226, -0.0196533, -0.0054809, 0.0976346
0, 0, 0, 0, 0, 0, 0.000271344, 0.000181972, -0.308932, -9.80382e-05, 4.89103e-05, -0.000106821, 0.000608299, -0.000690542, 0.00070448, -0.0196476, -0.00549302, 0.0975868
0, 0, 0, 0, 0, 0, 0.000320038, 0.000189211, -0.30875, -8.69819e-05, 4.07978e-05, -8.80091e-05, 0.000648075, -0.000546036, 0.000824789, -0.0196577, -0.00548857, 0.0975929
0, 0, 0, 0, 0, 0, 0.000288771, 0.000191767, -0.308599, -8.69819e-05, 4.07978e-05, -8.80091e-05, 0.000648075, -0.000546036, 0.000824789, -0.0196577, -0.00548857, 0.0975929
0, 0, 0, 0, 0, 0, 0.000234083, 0.00021718, -0.308618, -8.05763e-05, 3.70356e-05, -7.35039e-05, 0.000514475, -0.000351606, 0.000822335, -0.0196341, -0.00551372, 0.0975937
0, 0, 0, 0, 0, 0, 0.000150407, 0.000172143, -0.30862, -7.66627e-05, 3.72055e-05, -6.20358e-05, 0.000428639, -0.000140241, 0.000837994, -0.0196387, -0.00552875, 0.0976259
0, 0, 0, 0, 0, 0, 0.000150407, 0.000172143, -0.30862, -7.24717e-05, 4.15518e-05, -5.52229e-05, 0.000464523, 5.49734e-05, 0.000736617, -0.0196683, -0.00547238, 0.0976534
0, 0, 0, 0, 0, 0, 6.03675e-05, 0.000146693, -0.308723, -6.75952e-05, 4.98494e-05, -5.28946e-05, 0.000554187, 0.000238043, 0.000600014, -0.0196431, -0.00550216, 0.0976352
